GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
3410,6839,66,82,87,23651,30028,1809,14368,103,59619254,40,8.66476341281169,6.4286954353119,2,0.4831063081098
3222,6539,60,79,51,23741,29915,2317,13806,73,62173386,38,8.66476341281169,5.86967844093695,2,0.0832037836377489
3057,6353,56,76,67,22089,29826,2805,13139,48,64645746,36,8.66476341281169,5.310661446562,2,0.0532132229432078
2946,6037,42,67,33,21755,29907,4070,12060,42,59486568,32,8.66476341281169,4.75164445218705,2,0.630884650179824
3355,6794,62,81,138,19993,29745,3063,14299,68,58930031,42,9.22378040718663,6.4286954353119,2,0.304866561106017
3306,6629,60,78,109,20887,29828,3569,13560,59,61940207,40,9.22378040718663,5.86967844093695,2,0.740228055632876
3163,6438,54,76,253,21211,29769,3008,13202,51,64888573,46,9.22378040718663,5.310661446562,2,0.562932457039551
3043,6305,47,74,42,19108,29748,3343,12436,36,65507242,41,9.22378040718663,4.75164445218705,2,0.712467007695063
2881,6585,41,77,83,20867,29698,3739,12950,32,62207001,38,9.22378040718663,4.19262745781211,2,0.645664997309481
2739,5792,49,71,0,24482,29838,2494,12319,48,10221627,42,9.22378040718663,-0.279508497187474,2,0.306852658287554
2732,5553,47,68,10,24925,29840,2802,12874,47,23262853,40,9.22378040718663,-0.838525491562421,2,0.543579877609996
3120,6080,52,72,13,25784,29833,2596,13106,46,15880819,43,9.22378040718663,-1.39754248593737,2,0.797506466961991
3579,6731,51,75,0,26958,29832,1995,11291,43,9430586,44,9.22378040718663,-1.95655948031232,2,0.678070655418866
3110,6614,60,78,454,17221,29551,2851,14737,70,57902937,38,9.78279740156158,6.4286954353119,2,0.973902886643665
3191,6554,56,78,164,15439,29513,4585,13912,48,61426924,44,9.78279740156158,5.86967844093695,2,0.66024399869457
2994,6272,52,74,198,16641,29595,4395,13363,44,64914796,45,9.78279740156158,5.310661446562,2,0.246551732403005
3197,6613,58,77,430,17821,29771,3246,12788,38,66055762,41,9.78279740156158,4.75164445218705,2,0.450801655037492
3258,6632,58,78,677,20652,29875,2906,12671,41,64963894,39,9.78279740156158,4.19262745781211,2,0.251942049494435
2954,6183,43,71,196,21777,29898,3060,12051,42,22396633,36,9.78279740156158,3.63361046343716,2,0.760498639185892
2864,6030,56,76,0,20901,29863,2978,11097,44,11173180,38,9.78279740156158,2.51557647468726,2,0.52221147290487
2894,6110,59,78,0,20125,29819,2770,11283,36,29572387,42,9.78279740156158,1.95655948031232,2,0.10861400389635
2625,5613,48,71,0,19799,29799,3024,12665,38,34546990,38,9.78279740156158,1.39754248593737,2,0.686298984526937
2709,5620,44,71,24,20452,29817,2709,12041,40,32037918,38,9.78279740156158,0.838525491562421,2,0.662555235187431
2862,5764,49,74,23,22060,29850,2717,11948,43,29384205,40,9.78279740156158,0.279508497187474,2,0.905743447053555
2804,5662,52,73,49,23566,29839,2655,12627,47,33048818,40,9.78279740156158,-0.279508497187474,2,0.489805724330598
2962,5877,55,72,45,24490,29855,2480,12618,50,28318659,41,9.78279740156158,-0.838525491562421,2,0.463340853052589
3041,5912,47,70,19,25329,29828,2640,12606,48,28252767,43,9.78279740156158,-1.39754248593737,2,0.663417134289243
3171,6190,43,70,20,26168,29810,2261,12991,42,27804998,43,9.78279740156158,-1.95655948031232,2,0.937508994789458
3314,6387,41,70,0,28431,29817,1744,11247,43,11112590,42,9.78279740156158,-2.51557647468726,2,0.326865401119343
3176,6734,56,77,330,15542,29293,3069,14802,51,63628359,42,10.3418143959365,5.310661446562,2,0.0232124076842518
3297,6838,63,79,394,17533,29766,2608,13167,41,64900696,42,10.3418143959365,4.75164445218705,2,0.773083079766965
3189,6635,54,77,52,18772,29801,3028,12698,36,66795658,40,10.3418143959365,4.19262745781211,2,0.0848698219857232
3351,6726,51,79,18,19826,29854,2880,13416,40,68399943,43,10.3418143959365,3.63361046343716,2,0.535648887653076
3098,6419,51,76,25,19633,29813,2976,13692,36,68795737,42,10.3418143959365,3.07459346906221,2,0.798364745282384
2790,5920,46,71,51,18806,29760,3297,13244,31,62967546,40,10.3418143959365,2.51557647468726,2,0.547524186697966
3031,6291,55,75,39,18409,29650,3349,12764,28,54483403,43,10.3418143959365,1.95655948031232,2,0.802823428996348
2767,5877,47,70,37,18263,29578,4008,12513,26,50271359,40,10.3418143959365,1.39754248593737,2,0.315577090269603
2655,5615,38,67,52,18940,29701,3173,11956,31,43298459,38,10.3418143959365,0.838525491562421,2,0.39649973525676
2680,5503,39,67,45,20590,29819,2410,11930,43,38034499,37,10.3418143959365,0.279508497187474,2,0.470662251092975
3067,5999,52,77,40,22621,29854,2347,12160,49,35400869,40,10.3418143959365,-0.279508497187474,2,0.264028642578311
3078,6003,52,73,50,23720,29865,2335,12504,51,30360023,41,10.3418143959365,-0.838525491562421,2,0.777337087056166
2868,5684,47,69,50,24285,29812,2570,12429,47,29833361,41,10.3418143959365,-1.39754248593737,2,0.494089203265151
2788,5629,42,66,42,25220,29773,2488,12201,42,29637554,41,10.3418143959365,-1.95655948031232,2,0.626914162610045
2876,5640,39,66,33,27563,29788,2177,12747,40,27772193,40,10.3418143959365,-2.51557647468726,2,0.512241478671175
3159,6146,44,68,0,29969,29799,1803,11006,41,11687979,42,10.3418143959365,-3.07459346906221,2,0.844484075563478
3590,7326,68,84,1210,17514,29669,1550,16716,86,62821057,45,10.9008313903115,5.310661446562,2,0.801000947927832
3278,6922,64,80,464,18341,29694,1558,14812,60,64110215,43,10.9008313903115,4.75164445218705,2,0.495672891473772
3413,7032,67,84,587,18920,29740,1496,13980,51,66892287,44,10.9008313903115,4.19262745781211,2,0.867136328581559
3298,6771,62,81,221,18638,29627,2430,13254,34,69633616,44,10.9008313903115,3.63361046343716,2,0.497110509632487
3276,6710,60,81,232,18440,29592,2447,13199,34,70194306,44,10.9008313903115,3.07459346906221,2,0.961798794696553
3183,6548,60,78,560,18358,29624,2178,13239,39,64705458,41,10.9008313903115,2.51557647468726,2,0.0728330249793134
3297,6704,61,80,501,18896,29621,2226,13691,40,56365227,43,10.9008313903115,1.95655948031232,2,0.377426410184836
2999,6198,51,73,594,19160,29595,2574,13581,40,52217422,42,10.9008313903115,1.39754248593737,2,0.590922938332513
2952,6037,51,74,639,20034,29694,1923,13019,47,45101020,39,10.9008313903115,0.838525491562421,2,0.215851221817817
2843,5743,45,70,499,21409,29722,2092,12926,46,39370935,37,10.9008313903115,0.279508497187474,2,0.676435902685946
2686,5442,39,67,153,22793,29778,1972,13059,48,36504175,36,10.9008313903115,-0.279508497187474,2,0.667108565148316
2732,5485,41,66,97,23252,29703,2787,12937,40,32114787,37,10.9008313903115,-0.838525491562421,2,0.754904460453408
2897,5779,46,69,211,23300,29703,2997,12695,40,30831094,39,10.9008313903115,-1.39754248593737,2,0.781239988762799
3035,5989,44,69,199,24135,29748,2177,12481,47,30503564,41,10.9008313903115,-1.95655948031232,2,0.615839302092464
3332,6370,50,73,219,28498,29728,2180,12458,43,29842028,42,10.9008313903115,-2.51557647468726,2,0.809909292624675
2994,5984,43,68,89,29943,29735,2198,12423,40,24351194,40,10.9008313903115,-3.07459346906221,2,0.290084008073603
2893,5826,38,64,52,31784,29771,1539,10862,38,12081937,34,10.9008313903115,-3.63361046343716,2,0.260201816586427
3549,7316,66,80,1049,15966,29773,1809,16932,100,59758257,46,11.4598483846864,5.86967844093695,2,0.0602460571302407
3549,7301,67,81,971,17082,29759,1608,16439,86,61206455,46,11.4598483846864,5.310661446562,2,0.72192814492148
3797,7686,76,92,716,18066,29842,1226,15550,78,62529253,45,11.4598483846864,4.75164445218705,2,0.446055647348435
3411,7042,69,88,535,18594,29775,1113,14754,64,65995701,46,11.4598483846864,4.19262745781211,2,0.123878553944954
3469,7099,70,87,441,18588,29625,1795,13902,43,71635900,45,11.4598483846864,3.63361046343716,2,0.708517971731064
3418,6975,68,86,578,18772,29615,2029,13987,43,72991446,45,11.4598483846864,3.07459346906221,2,0.981921486491771
3355,6822,66,83,616,18911,29652,1901,13969,46,68181280,43,11.4598483846864,2.51557647468726,2,0.439172820419428
3348,6758,65,82,585,19828,29648,1830,14010,46,60128877,43,11.4598483846864,1.95655948031232,2,0.171680911757822
3186,6443,57,77,628,20438,29619,2152,13875,44,56109548,41,11.4598483846864,1.39754248593737,2,0.00796022761458282
3150,6350,56,78,536,21341,29715,1934,13492,52,48706142,40,11.4598483846864,0.838525491562421,2,0.277197580564396
3131,6190,51,76,473,22325,29793,1676,13443,56,42043808,38,11.4598483846864,0.279508497187474,2,0.447194024474281
2959,5883,52,73,290,23830,29804,1590,13573,56,38710785,40,11.4598483846864,-0.279508497187474,2,0.0403180084753968
2903,5774,51,70,393,25144,29645,2432,13496,41,33688412,40,11.4598483846864,-0.838525491562421,2,0.0570642488043084
2983,5873,50,70,346,25327,29586,2920,13039,36,32463790,41,11.4598483846864,-1.39754248593737,2,0.0438869223097594
3187,6147,46,69,210,24819,29775,2409,12719,47,32235584,41,11.4598483846864,-1.95655948031232,2,0.655369847181593
3541,6666,53,76,252,28614,29769,2063,12777,48,31803762,43,11.4598483846864,-2.51557647468726,2,0.0314454551674087
3224,6271,47,70,176,31498,29714,2004,12422,44,32332394,41,11.4598483846864,-3.07459346906221,2,0.86123303730067
2934,5755,32,62,246,32962,29739,1872,12176,36,32048913,35,11.4598483846864,-3.63361046343716,2,0.196093691306608
3401,6442,40,73,0,34172,29789,1339,10965,41,15223362,42,11.4598483846864,-4.19262745781211,2,0.230992253110984
3537,7253,64,77,740,15690,29702,1895,16716,106,59150741,50,12.0188653790614,5.86967844093695,2,0.0936683755652654
3658,7419,69,83,720,16770,29722,1754,15994,90,59791883,47,12.0188653790614,5.310661446562,2,0.915505710983428
3550,7211,68,84,489,17819,29790,1183,15332,81,61148161,45,12.0188653790614,4.75164445218705,2,0.162854220931983
3482,7061,68,86,487,18372,29721,1455,15084,66,67261793,45,12.0188653790614,4.19262745781211,2,0.353449169808477
3582,7168,72,87,697,18859,29684,1398,14696,57,73400820,46,12.0188653790614,3.63361046343716,2,0.081423371604496
3478,6990,69,86,687,19344,29676,1498,14584,55,75466589,46,12.0188653790614,3.07459346906221,2,0.596582403637238
3351,6748,66,83,632,19696,29681,1588,14415,53,71377764,43,12.0188653790614,2.51557647468726,2,0.386308027841119
3246,6496,63,80,598,21014,29691,1687,14246,52,63746801,41,12.0188653790614,1.95655948031232,2,0.471135870124344
3233,6407,60,79,639,21881,29706,1691,14243,53,59922789,41,12.0188653790614,1.39754248593737,2,0.986695863041965
3313,6522,56,80,559,22687,29744,1641,13796,55,52365043,41,12.0188653790614,0.838525491562421,2,0.163751828946324
3208,6321,53,78,420,23462,29772,1678,13696,57,44901904,40,12.0188653790614,0.279508497187474,2,0.94474671537326
3080,6047,54,75,283,24895,29845,1729,14120,62,41168338,38,12.0188653790614,-0.279508497187474,2,0.462051603734898
3150,6123,59,76,559,26738,29788,1709,14794,58,35586692,41,12.0188653790614,-0.838525491562421,2,0.942143043054623
3261,6284,61,78,607,27659,29684,1736,14527,51,34361482,45,12.0188653790614,-1.39754248593737,2,0.330502598117165
3152,6103,49,70,587,27287,29577,2813,13300,38,34189352,42,12.0188653790614,-1.95655948031232,2,0.888939887082258
3476,6549,49,73,205,29046,29687,2621,12859,43,33899425,44,12.0188653790614,-2.51557647468726,2,0.0318061080057129
3511,6623,53,76,321,31981,29770,2077,12647,50,34458519,42,12.0188653790614,-3.07459346906221,2,0.712155289379163
3342,6430,42,70,311,34928,29758,1558,12244,48,34470099,38,12.0188653790614,-3.63361046343716,2,0.856124000340741
3300,6306,42,70,51,35748,29706,1767,11647,39,38620067,40,12.0188653790614,-4.19262745781211,2,0.289137358039965
3553,6748,48,74,0,35645,29786,1410,13164,42,39844509,43,12.0188653790614,-4.75164445218705,2,0.62048238353628
3532,6847,57,73,0,36736,29780,1331,12395,44,27615449,46,12.0188653790614,-5.310661446562,2,0.980285687808038
3584,7180,63,77,908,15690,29756,1733,16714,110,59018152,48,12.5778823734363,5.86967844093695,2,0.507561954400247
3680,7343,68,83,887,16770,29744,1563,16023,93,59551338,49,12.5778823734363,5.310661446562,2,0.811583427095943
3640,7279,69,86,620,17819,29764,1330,15461,80,60923980,47,12.5778823734363,4.75164445218705,2,0.689112639348026
3504,7063,68,84,667,18372,29696,1508,15239,66,67310222,46,12.5778823734363,4.19262745781211,2,0.036642464995182
3484,6977,68,84,691,18859,29694,1361,14796,59,73729426,46,12.5778823734363,3.63361046343716,2,0.112679425024011
3386,6753,66,83,676,19344,29699,1372,14646,58,75952832,45,12.5778823734363,3.07459346906221,2,0.986958660467345
3345,6646,64,81,656,19696,29683,1491,14503,55,72324212,44,12.5778823734363,2.51557647468726,2,0.259618213528646
3210,6385,62,79,610,21014,29715,1501,14459,55,65215737,42,12.5778823734363,1.95655948031232,2,0.0717657096777248
3229,6351,61,79,628,21881,29741,1473,14407,56,61645347,42,12.5778823734363,1.39754248593737,2,0.0159373808955379
3269,6370,58,79,507,22687,29742,1603,13943,55,54319980,42,12.5778823734363,0.838525491562421,2,0.499250449042888
3131,6144,57,78,490,23462,29749,1756,13851,54,46763140,40,12.5778823734363,0.279508497187474,2,0.212840711585095
3169,6137,54,77,388,24895,29787,1830,14168,57,42982650,40,12.5778823734363,-0.279508497187474,2,0.802724373924797
3370,6441,61,78,354,26738,29826,1618,14835,58,37293358,43,12.5778823734363,-0.838525491562421,2,0.569490154753104
3350,6415,64,80,482,27659,29726,1698,14878,53,35928653,45,12.5778823734363,-1.39754248593737,2,0.32981421470718
3166,6132,55,74,728,27287,29581,2300,13959,41,35683647,43,12.5778823734363,-1.95655948031232,2,0.516172993114625
3395,6453,49,72,480,29046,29622,2266,13257,43,35259759,44,12.5778823734363,-2.51557647468726,2,0.413392364770859
3593,6769,44,72,271,31981,29706,2101,12801,48,36523588,43,12.5778823734363,-3.07459346906221,2,0.542996400494339
3619,6750,42,72,170,34928,29812,1347,12824,58,36930576,40,12.5778823734363,-3.63361046343716,2,0.969467831132968
3119,6048,42,67,250,35748,29689,1711,12353,43,40692685,39,12.5778823734363,-4.19262745781211,2,0.0748396360049713
3629,6897,48,75,100,35645,29762,1532,12161,45,42272023,43,12.5778823734363,-4.75164445218705,2,0.0472003052402143
4197,7782,50,82,51,36736,29772,1555,12794,46,36073585,45,12.5778823734363,-5.310661446562,2,0.275054827442148
3548,6809,49,75,101,37697,29771,1384,13301,46,31424498,41,12.5778823734363,-5.86967844093695,2,0.617125130681578
4185,7807,70,86,33,38376,29765,950,12185,46,18187112,29,12.5778823734363,-6.4286954353119,2,0.397192627757807
3614,7204,63,77,820,15696,29737,1806,16648,103,59083086,49,13.1368993678113,5.86967844093695,2,0.706847886477211
3690,7298,67,82,734,16856,29730,1700,16086,87,59970392,49,13.1368993678113,5.310661446562,2,0.387472526063367
3665,7241,67,82,649,17852,29744,1438,15721,79,61375035,48,13.1368993678113,4.75164445218705,2,0.125599454740854
3514,6976,65,80,709,18655,29704,1422,15458,68,67330525,47,13.1368993678113,4.19262745781211,2,0.356002077868681
3462,6873,66,81,693,19215,29690,1337,14939,59,73318493,47,13.1368993678113,3.63361046343716,2,0.838023047284974
3376,6697,65,80,681,19750,29708,1292,14798,59,75476330,45,13.1368993678113,3.07459346906221,2,0.718993779986858
3461,6788,66,82,667,20439,29699,1391,14678,57,72960079,46,13.1368993678113,2.51557647468726,2,0.56664686334832
3359,6581,64,82,611,22302,29750,1363,14690,57,67497843,44,13.1368993678113,1.95655948031232,2,0.279682544576821
3373,6582,63,82,587,23179,29751,1422,14605,56,64735483,44,13.1368993678113,1.39754248593737,2,0.585332763957641
3340,6473,61,81,519,23810,29751,1463,14192,55,58471859,43,13.1368993678113,0.838525491562421,2,0.389152877979645
3273,6346,59,78,525,24518,29732,1645,14098,52,51319117,42,13.1368993678113,0.279508497187474,2,0.173213416669072
3234,6227,56,76,492,25816,29772,1718,14241,54,47740517,41,13.1368993678113,-0.279508497187474,2,0.0242467825427342
3433,6525,60,78,376,27967,29820,1582,14943,57,42167633,44,13.1368993678113,-0.838525491562421,2,0.914600781527444
3376,6431,62,78,446,29766,29750,1729,15204,51,40255476,45,13.1368993678113,-1.39754248593737,2,0.846233775305916
3391,6472,62,78,668,30490,29635,1761,14608,48,39670098,46,13.1368993678113,-1.95655948031232,2,0.870763012236311
3337,6389,54,74,622,31316,29638,1921,13848,46,38583113,44,13.1368993678113,-2.51557647468726,2,0.752342037199061
3485,6591,50,74,463,33139,29679,1779,13232,48,40237136,43,13.1368993678113,-3.07459346906221,2,0.612078757917579
3459,6536,45,74,228,35554,29802,1458,13042,56,41480363,41,13.1368993678113,-3.63361046343716,2,0.201024344158998
3592,6741,55,68,384,37720,29793,1233,12911,59,43946906,45,13.1368993678113,-4.19262745781211,2,0.257090751900617
3663,7013,52,77,252,37621,29690,1426,12172,40,46139870,43,13.1368993678113,-4.75164445218705,2,0.00958801670788634
3986,7543,55,81,115,36912,29721,1451,12019,43,47045350,42,13.1368993678113,-5.310661446562,2,0.339294159533753
3908,7384,52,79,115,37852,29786,1271,12313,49,46963066,39,13.1368993678113,-5.86967844093695,2,0.749389323706092
3796,7034,62,79,83,37367,29787,951,14032,55,50505282,44,13.1368993678113,-6.98771242968684,2,0.281596589412103
3666,7209,65,79,713,16813,29759,1591,16283,97,60489461,48,13.6959163621862,5.310661446562,2,0.00385560869115509
3671,7221,66,81,676,18051,29761,1503,16279,85,61926025,49,13.6959163621862,4.75164445218705,2,0.0304918809959736
3597,7046,65,80,705,19165,29743,1352,16015,75,67342322,48,13.6959163621862,4.19262745781211,2,0.691451900686277
3430,6764,62,78,709,19773,29684,1389,15400,58,72788879,46,13.6959163621862,3.63361046343716,2,0.272204178092149
3522,6910,66,80,692,20299,29722,1263,15291,57,74838830,47,13.6959163621862,3.07459346906221,2,0.0986660983235924
3498,6840,65,81,657,21228,29727,1312,15175,56,73456277,47,13.6959163621862,2.51557647468726,2,0.381469338902735
3609,6931,66,83,591,23274,29766,1282,14993,57,69707085,47,13.6959163621862,1.95655948031232,2,0.633344923176095
3513,6814,66,83,536,24198,29767,1362,14943,54,67786178,47,13.6959163621862,1.39754248593737,2,0.34102287130742
3608,6906,66,83,533,24865,29742,1452,14939,52,62650630,47,13.6959163621862,0.838525491562421,2,0.630938400184554
3427,6613,62,79,525,25701,29726,1673,14933,51,55967706,46,13.6959163621862,0.279508497187474,2,0.65314386195582
3423,6528,60,78,542,27090,29743,1646,14918,50,52623857,45,13.6959163621862,-0.279508497187474,2,0.916665429886783
3563,6700,63,81,343,29242,29808,1548,15233,54,47204237,46,13.6959163621862,-0.838525491562421,2,0.718189328911902
3503,6604,62,79,440,31321,29779,1621,15406,54,44714797,46,13.6959163621862,-1.39754248593737,2,0.112940186097097
3368,6379,60,76,532,32755,29733,1492,15157,56,43767422,45,13.6959163621862,-1.95655948031232,2,0.685025393456105
3403,6455,57,76,640,33740,29691,1472,14756,54,41973430,45,13.6959163621862,-2.51557647468726,2,0.237833613245826
3419,6502,54,76,509,34899,29669,1560,14292,50,43437114,44,13.6959163621862,-3.07459346906221,2,0.878212469588763
