site,igbp,ecoregion,YY,DoY,TA,SW,RF,mat,mar,BIO,randomNum
118,10,11,2019,308,-8.38099093967012,32.092008744856,1.29299334460253,-7.83536739121133,1.49113290924102,-0.5138208,3137
118,10,11,2019,332,-10.2462824842665,13.1623251028807,1.04133267965366,-7.83536739121133,1.49113290924102,-0.0628376,5875
118,10,11,2019,356,-15.943968641493,8.66142489711934,1.83596249331142,-7.83536739121133,1.49113290924102,0.1377257,1304
118,10,11,2020,15,-28.8417441134983,16.2114660493827,0.886199403290763,-7.83536739121133,1.49113290924102,-0.423506,1844
118,10,11,2020,39,-26.878155992296,41.6280761316873,0.428883205476496,-7.83536739121133,1.49113290924102,-0.30176,864
118,10,11,2020,63,-21.7703217230903,93.776453363238,0.328150173983551,-7.83536739121133,1.49113290924102,-0.1303811,1763
118,10,11,2020,87,-16.7998429361979,162.102638888889,0.559958839110308,-7.83536739121133,1.49113290924102,-1.358328,5175
118,10,11,2020,111,-16.5646767171224,239.860118312757,0.967898790355715,-7.83536739121133,1.49113290924102,0.09584042,5612
118,10,11,2020,135,-2.70223144531247,271.554351851852,1.20772282431942,-7.83536739121133,1.49113290924102,0.2006938,2509
118,10,11,2020,183,10.762592569987,217.058472222222,1.37375563298345,-7.83536739121133,1.49113290924102,0.4577906,5624
118,10,11,2020,231,11.9680272081163,115.761347736625,1.74681267808259,-7.83536739121133,1.49113290924102,-0.08548594,2080
118,10,11,2020,255,3.69831997341582,92.8640046296296,2.15294073012812,-7.83536739121133,1.49113290924102,-0.3846742,5309
118,10,11,2020,279,-2.4043866644965,62.1262491375331,3.45061142544424,-7.83536739121133,1.49113290924102,-0.1894641,1699
118,10,11,2020,303,-11.2694378662109,41.2329166666667,2.74746666919752,-7.83536739121133,1.49113290924102,-0.2804091,4040
118,10,11,2020,327,-14.9729718695746,18.9191203703704,1.12013772937689,-7.83536739121133,1.49113290924102,-0.1853979,419
118,10,11,2020,351,-21.7244233534071,9.05583847736626,1.31393236724829,-7.83536739121133,1.49113290924102,-0.1777444,1096
118,10,11,2021,9,-20.4615205891927,12.8835133744856,1.53424265646674,-7.83536739121133,1.49113290924102,0.3772425,455
118,10,11,2021,33,-19.11011589898,32.9990689300411,1.24316006462009,-7.83536739121133,1.49113290924102,-0.4549083,4299
118,10,11,2021,105,-7.90715528700084,206.191159979424,0.62827557200935,-7.83536739121133,1.49113290924102,0.6404551,3019
118,10,11,2021,153,-0.435379909939212,248.022556584362,2.06598684069928,-7.83536739121133,1.49113290924102,0.2273178,4882
118,10,11,2021,201,11.1157695176866,210.908014403292,2.28971039392288,-7.83536739121133,1.49113290924102,-0.6290779,389
118,10,11,2021,225,10.1416156684028,94.9848070987654,2.08925502300976,-7.83536739121133,1.49113290924102,-0.2539794,131
118,10,11,2021,249,6.84878787570532,87.8958127572016,2.36560413823519,-7.83536739121133,1.49113290924102,0.6476102,1252
118,10,11,2021,273,1.62639702690975,80.0511491287294,2.19797825939239,-7.83536739121133,1.49113290924102,1.609221,5689
118,10,11,2021,297,-1.32842549641925,44.2314043209877,1.15679954525786,-7.83536739121133,1.49113290924102,-0.1159229,1138
118,10,11,2021,321,-12.1390300835503,20.6431069958848,0.693533866775051,-7.83536739121133,1.49113290924102,-0.74805,3308
119,10,11,2019,308,-12.6915638563368,7.46038065843621,3.03031534549875,-13.580026512472,1.76123942444496,-0.5138208,2018
119,10,11,2019,332,-12.8080359564887,0.00657407407407407,2.20840871686424,-13.580026512472,1.76123942444496,-0.0628376,2006
119,10,11,2019,356,-22.793734266493,0,1.91967634035957,-13.580026512472,1.76123942444496,-0.248326,2637
119,10,11,2020,15,-40.0531243218316,0.033667695473251,0.653349914050677,-13.580026512472,1.76123942444496,-0.1284349,5602
119,10,11,2020,39,-35.1296143256293,11.8629269547325,0.202802787843439,-13.580026512472,1.76123942444496,-0.30176,3329
119,10,11,2020,63,-30.1609554036458,46.7275541862833,0.249309444915243,-13.580026512472,1.76123942444496,-0.4438531,2369
