SIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Region,randomNum
4323,527,21026,29883,1237,16685,76,2,1
4170,473,22237,29853,1330,16648,66,2,0
4050,446,23075,29870,1317,16600,67,2,0
3952,432,24493,29843,1478,16509,56,2,0
3966,395,25997,29896,1348,16579,60,2,1
4107,488,27305,29846,1455,16643,55,2,0
3986,521,28135,29838,1430,16557,53,2,1
4182,508,29036,29840,1443,16515,52,2,1
4126,414,30066,29832,1424,16404,51,2,1
3892,430,31082,29831,1414,16348,52,2,1
3932,462,32187,29809,1432,16386,52,2,1
3951,472,34161,29809,1462,16446,53,2,1
4001,521,35770,29812,1367,16503,57,2,1
4159,489,37397,29820,1357,16644,63,2,1
3716,504,37415,29817,1408,16630,65,2,1
3734,524,37703,29837,1295,16765,75,2,0
3807,529,38184,29827,1244,16876,82,2,0
4226,563,18640,29895,1210,17040,102,2,1
4238,552,19639,29835,1322,16801,80,2,0
4295,532,20589,29854,1301,16608,70,2,1
4192,457,21544,29885,1253,16580,72,2,0
4049,449,22864,29863,1317,16540,68,2,0
3910,492,24051,29820,1467,16351,53,2,1
3997,435,25335,29851,1428,16401,53,2,0
3921,417,26915,29878,1375,16460,56,2,0
4025,457,28015,29849,1436,16405,52,2,0
3862,442,28647,29840,1432,16351,51,2,0
3822,449,29509,29803,1532,16282,47,2,1
3738,442,30459,29810,1528,16247,49,2,1
3737,467,31421,29797,1423,16304,53,2,1
3769,500,33150,29788,1447,16367,52,2,1
3798,507,34458,29793,1434,16424,54,2,0
4356,525,36118,29826,1414,16722,67,2,1
3912,534,36953,29822,1506,16803,71,2,0
3829,578,37127,29805,1378,16871,77,2,0
3835,552,36932,29807,1354,16934,83,2,1
4269,577,18675,29833,1360,17103,90,2,0
4206,563,19598,29806,1367,16914,78,2,0
4293,556,20513,29809,1398,16555,67,2,0
4078,507,21179,29817,1441,16396,64,2,1
4043,471,22104,29845,1348,16325,63,2,0
3957,524,23951,29803,1516,16164,52,2,0
3980,476,25224,29830,1429,16094,51,2,1
3974,413,26520,29835,1494,16064,48,2,0
3804,419,27409,29800,1631,16066,45,2,0
3739,435,28002,29801,1664,16043,44,2,1
3634,465,28910,29808,1540,15970,45,2,1
3608,488,29984,29816,1484,15939,48,2,1
3745,494,31024,29809,1485,16028,50,2,0
3841,539,32907,29822,1366,16109,54,2,1
3971,535,34098,29828,1339,16184,58,2,0
4105,548,35304,29848,1393,16608,69,2,1
3978,586,36569,29831,1338,16976,87,2,1
3997,637,36342,29822,1274,17085,93,2,1
4331,608,18977,29849,1357,17220,97,2,0
4206,607,20062,29841,1399,17079,90,2,1
4353,597,20999,29795,1418,16632,67,2,1
4182,589,21224,29763,1537,16329,59,2,0
3893,468,21415,29779,1598,16153,56,2,1
4211,487,23526,29829,1481,16113,52,2,0
4154,498,24524,29821,1523,16052,48,2,1
4032,474,25491,29824,1521,15975,45,2,1
3972,448,26349,29820,1611,15979,44,2,0
4092,476,27162,29814,1598,15989,44,2,0
3878,465,28130,29806,1620,15853,43,2,1
3842,463,29185,29800,1622,15826,43,2,1
3827,476,30203,29813,1500,15906,49,2,1
3898,483,31861,29811,1545,15980,51,2,0
4096,492,33072,29817,1495,16048,54,2,1
3885,487,34037,29834,1445,16375,67,2,1
4213,532,34620,29842,1412,16525,73,2,1
4007,557,35024,29833,1411,16888,88,2,0
3954,622,35158,29838,1304,17069,96,2,1
4545,610,20853,29766,1509,16710,67,2,1
4310,607,20915,29728,1551,16323,57,2,0
3939,581,20896,29725,1618,16047,52,2,0
4059,502,22564,29800,1556,15946,50,2,1
3996,456,23349,29786,1691,15904,47,2,1
3961,464,24030,29767,1704,15788,43,2,1
3943,453,24814,29744,1920,15788,39,2,1
4005,455,25560,29759,1931,15876,39,2,1
3968,467,26637,29766,1809,15932,39,2,0
3953,478,27541,29778,1769,15908,41,2,0
3857,490,28357,29775,1773,15873,44,2,0
3943,498,29959,29773,1720,15925,45,2,0
4122,506,30817,29799,1613,16055,49,2,1
4098,499,31481,29806,1487,16302,59,2,0
4147,543,32679,29841,1463,16476,68,2,0
4497,623,20210,29800,1365,16767,80,2,1
4275,630,20669,29730,1568,16372,61,2,0
4006,621,20595,29705,1683,16038,52,2,1
3948,552,21627,29787,1673,15916,50,2,0
3930,473,22421,29781,1721,15902,47,2,1
3860,503,22858,29740,1913,15797,42,2,1
3749,502,23201,29696,2116,15827,39,2,1
3993,497,23733,29717,2048,15973,39,2,1
4155,491,24527,29741,1892,16177,40,2,0
3915,496,25612,29737,1957,16081,40,2,1
3811,494,26323,29757,1767,15893,44,2,1
3963,505,27986,29729,1960,15937,42,2,1
4105,499,28175,29760,1707,16026,47,2,0
4178,509,28556,29755,1743,16346,53,2,1
4116,529,29602,29802,1529,16480,64,2,1
4285,544,30645,29843,1339,16617,91,2,1
3884,567,30552,29825,1524,16798,97,2,0
4445,652,19705,29790,1440,16750,78,2,0
4205,659,20196,29728,1556,16367,61,2,1
3841,689,20163,29691,1730,16048,52,2,1
3815,597,20188,29780,1713,15917,50,2,1
3931,526,21426,29758,1848,15903,47,2,1
4021,617,21977,29690,2019,15895,41,2,0
3906,629,22428,29657,2186,15943,39,2,1
3719,667,22647,29661,2233,16034,38,2,0
3807,588,23008,29699,2256,16362,39,2,0
3681,599,24564,29688,2130,16103,39,2,0
3677,653,25566,29720,1869,16009,47,2,0
4038,619,25822,29734,1777,16201,46,2,1
4262,598,25635,29737,1618,16061,48,2,0
4065,698,25635,29723,1727,16344,51,2,0
3935,591,26652,29749,1756,16531,61,2,1
4154,576,27737,29842,1383,16586,89,2,0
3931,632,27509,29846,1398,16744,99,2,0
4485,681,19224,29755,1571,16838,75,2,0
4437,690,19808,29697,1689,16509,61,2,0
4261,726,19708,29663,1812,16288,53,2,1
3945,682,18913,29667,1908,15859,46,2,0
3963,553,19996,29723,1869,15865,46,2,1
3924,610,20985,29709,2050,16161,43,2,1
3953,707,21557,29677,2160,16283,42,2,1
3756,759,22080,29642,2256,16356,40,2,1
3681,751,22196,29631,2617,16806,40,2,0
3677,679,23168,29672,1961,16631,46,2,0
3446,760,25594,29573,2766,16475,48,2,0
3861,632,22413,29674,1771,16674,57,2,0
3736,632,22664,29620,2157,16506,45,2,0
3823,642,21476,29574,1975,16094,50,2,1
3930,686,22318,29685,1797,16525,67,2,0
4031,622,24647,29715,1767,16707,78,2,1
3673,619,24115,29707,1563,16494,89,2,0
3995,708,19808,29706,1730,16686,67,2,0
4282,750,19708,29653,1817,16414,55,2,0
3796,773,18913,29624,2135,15827,44,2,1
3784,661,19996,29675,2013,15886,44,2,0
3828,617,20985,29656,2157,16226,43,2,1
3771,670,21557,29618,2326,16291,41,2,1
3713,733,22080,29599,2442,16405,42,2,1
3503,797,22196,29546,2686,16950,43,2,1
3710,662,23168,29538,2693,17056,41,2,1
3515,896,25594,29395,3027,16692,43,2,0
3467,688,22413,29433,2952,16636,46,2,1
3456,790,22664,29457,2280,16765,50,2,0
3218,910,21476,29342,2836,16072,51,2,0
3058,710,22318,29590,1628,16574,76,2,1
4099,690,24647,29700,1696,16758,86,2,1
4027,822,18815,29627,1824,16521,58,2,0
3772,879,17821,29576,1811,16151,47,2,0
3935,867,18842,29593,1961,16256,45,2,1
4023,810,19980,29543,2290,15941,45,2,1
3940,854,20135,29383,3875,15775,39,2,1
3638,886,19817,29276,4429,15989,35,2,0
3642,1127,19301,29213,2466,16787,45,2,1
3988,1181,21101,29068,2858,16471,35,2,1
3590,1200,24288,29257,1850,16239,59,2,1
3289,1556,17977,29305,1392,16648,80,2,1
2616,1330,17276,29230,1216,16114,90,2,1
2961,1621,16019,29113,1772,16308,66,2,0
3209,777,19740,29359,3086,17059,58,2,0
2986,852,20573,29468,1564,17109,68,2,0
4624,752,17958,29656,1918,17183,73,2,0
3894,847,17213,29566,2107,16531,57,2,1
3683,935,17015,29554,2004,16140,49,2,1
3793,892,17943,29578,1772,16310,53,2,0
4622,841,19120,29495,2215,15586,53,2,0
4581,1027,19042,29236,2823,15805,46,2,1
3862,1147,17592,29160,3770,17331,47,2,1
3661,1658,19675,29506,1057,17189,88,2,0
3050,1677,20493,29039,2651,15953,45,2,1
3123,1760,16718,28991,2396,16387,54,2,0
3285,1988,17788,29346,1648,15774,89,2,1
3304,1360,19735,29794,1815,17438,97,2,1
3014,1273,19395,29745,1645,17630,89,2,0
4029,955,15755,29501,2082,16510,59,2,0
3837,994,15406,29500,1724,16084,55,2,1
3966,949,16563,29551,2071,16564,55,2,0
4281,903,17831,29449,7962,16036,49,2,1
3271,1116,16189,29147,11758,16108,38,2,1
4096,1798,17589,29695,1939,17431,90,2,0
3278,1267,18410,29221,2573,17376,54,2,1
3888,1103,13464,29256,3150,17597,43,2,0
4286,1013,16726,29395,1518,17277,63,2,0
4217,1390,15427,29501,958,16981,88,2,1
3949,1291,15762,29406,1291,16608,74,2,0
4368,1498,15134,29767,1537,17873,86,2,0
4526,1508,13685,29668,1521,17623,86,2,0
4312,1341,14087,29533,1383,16519,56,2,1
4957,1185,12241,29494,1658,16518,48,2,0
4957,1150,12059,29605,2060,17300,60,2,1
4806,1106,8218,29346,2002,16688,79,2,1
4179,470,11641,29648,1154,16418,110,2,0
4358,482,13037,29810,1326,16227,120,2,1
4301,498,14900,29773,1577,16554,114,2,1
3973,566,15477,29903,875,16972,153,2,0
4743,1086,6812,29404,1309,18362,107,2,1
4315,866,9561,29304,1313,16179,72,2,0
4185,841,8693,29174,3061,15907,49,2,0
4442,661,10057,29492,1641,16363,71,2,1
4743,1362,7075,29302,4615,19334,89,2,1
4754,1502,6538,29059,2635,18641,62,2,0
4417,1804,6459,29127,1208,18692,75,2,1
3899,1633,7841,29304,1243,19314,94,2,0
4237,1615,8422,29386,858,19371,100,2,1
3671,1501,8319,29109,2037,19353,67,2,0
3866,1583,10955,29250,1350,16036,61,2,1
3866,1681,10337,29302,1426,16168,65,2,0
4002,1825,8573,28978,2742,16969,51,2,1
4141,2101,7795,29070,1378,16241,55,2,1
4332,1873,9769,29286,1751,16652,70,2,1
3833,2267,5925,28949,891,18060,62,2,0
2719,1827,9606,29386,1406,17254,64,2,1
2719,1531,10858,29762,1205,16700,103,2,1
4283,2149,8057,29078,1889,16187,50,2,1
3966,1782,9179,29169,1982,16588,57,2,0
4142,1793,5688,28773,1430,18407,53,2,0
3851,2410,5798,28939,945,17471,54,2,1
4078,1173,7110,29438,557,17232,105,2,0
3428,987,9091,29258,1027,17792,66,2,1
3783,2139,5440,28556,3268,17510,30,2,1
3278,1317,6204,28778,3472,17175,40,2,0
3841,2514,6928,29440,927,18004,91,2,1
2847,1140,8499,29564,939,16311,67,2,1
4253,2402,4365,29065,1581,15499,59,2,1
4241,1801,4694,29689,673,16752,145,2,0
4155,948,9526,29247,2914,14943,27,3,1
3270,124,7667,29164,3017,14229,28,3,0
3439,19,7684,29585,5748,11361,32,3,0
4176,827,11464,29550,3071,15194,30,3,1
3574,1287,10916,29195,2793,14157,28,3,1
3037,1554,9344,29268,5299,14412,25,3,1
3767,849,8541,29804,4698,12824,40,3,0
4960,0,8461,29950,3874,13145,51,3,1
3514,864,13645,29916,2477,14201,46,3,1
3432,1488,14057,29574,2639,14484,41,3,0
3808,1564,12037,29492,3461,14300,31,3,0
3786,29,10387,29555,4328,14503,30,3,1
3670,79,16006,30001,3132,13663,68,3,0
3792,68,12887,29981,2944,12541,67,3,1
3919,103,12050,29935,2758,14472,57,3,0
3576,796,14538,29314,2952,14316,27,3,1
3230,168,11704,29247,2934,14108,29,3,1
3661,51,10373,29760,4351,12839,33,3,0
3765,159,10146,29977,4720,12146,60,3,1
3949,13,9562,29962,4052,11124,54,3,1
3903,0,9069,29904,4551,11918,39,3,0
3776,0,8572,29898,4850,12071,36,3,0
3612,96,15693,29805,2254,14927,55,3,1
3714,78,14010,29823,2073,15177,53,3,0
3663,140,13004,29893,1863,15053,58,3,0
3511,1163,14598,29657,3081,14849,31,3,0
3386,1184,11137,29404,3512,14331,27,3,1
3859,509,11006,29603,3029,14355,32,3,0
3892,42,10734,29642,4470,14668,29,3,0
4125,0,10604,29831,4519,13465,37,3,1
3686,185,18118,29867,1838,14420,65,3,1
4019,223,14653,29899,1624,12552,60,3,1
4757,77,10441,29854,2202,15274,51,3,0
4456,62,10604,29883,2396,15325,49,3,0
4538,59,10953,29938,2319,15172,55,3,1
3824,170,11791,30016,2159,13518,72,3,1
3321,17,16272,29945,3115,14404,39,3,1
4307,704,16189,29886,2976,15231,36,3,0
4103,1134,14929,29769,2954,14785,38,3,1
4010,967,13984,29841,2253,14844,49,3,0
3334,420,12511,29396,4142,14199,24,3,0
3380,109,11411,29666,4377,14283,30,3,0
4102,61,10367,29966,3897,13483,58,3,0
4657,115,11100,29865,2379,16146,47,3,0
4607,132,11487,30000,2213,13062,66,3,1
3588,740,16114,29656,3304,14349,32,3,0
3268,810,14743,29468,3611,14269,26,3,0
3260,51,12736,29585,4289,14819,28,3,0
3152,0,11473,29812,4027,10893,41,3,0
4146,50,10531,29947,4448,12631,47,3,0
4024,0,9752,29945,4015,13383,53,3,0
4317,124,11136,29811,2020,15482,51,3,0
4205,55,10559,29755,2431,15492,46,3,1
4184,52,10575,29718,2946,15326,42,3,0
4126,21,11175,29845,2552,15461,48,3,1
4226,28,12985,29929,2455,15654,54,3,1
4237,10,15714,29969,2608,12152,53,3,0
3941,21,18630,29936,2968,14846,40,3,0
3765,180,17258,29840,2906,14688,37,3,1
3719,662,16034,29710,3104,14502,33,3,1
3529,706,14530,29485,3572,13889,32,3,0
3115,708,13392,29375,4042,14103,27,3,0
3063,144,11685,29782,4040,13917,37,3,0
4032,0,10890,29844,3768,12161,41,3,0
4761,188,10994,29809,2041,15785,52,3,1
4083,386,11022,29664,2134,15527,46,3,0
3948,382,10325,29696,2447,15424,49,3,1
3988,246,11121,29459,2693,14954,36,3,1
4132,32,12484,29626,3370,14848,38,3,1
3857,8,12954,29942,2424,15771,53,3,1
3763,12,13838,29980,2608,15290,57,3,0
3684,20,17851,29955,2950,14290,44,3,1
3454,18,18502,29916,2820,14467,39,3,1
3603,35,18506,29905,2691,14405,39,3,0
3895,205,17871,29871,2693,14648,41,3,1
3961,580,16995,29776,3334,14256,39,3,0
3714,1164,16285,29683,3343,13929,42,3,1
2884,863,15085,29422,4024,14097,27,3,0
3237,19,11171,29713,4158,14332,34,3,1
3699,0,10593,29808,3872,12392,39,3,1
4081,111,10585,29971,2548,14133,53,3,1
4398,463,10857,29888,2737,16192,45,3,1
4131,555,10579,29824,2624,15515,43,3,0
3988,946,10715,29750,3082,14698,43,3,0
4296,790,11527,29906,2374,14659,65,3,0
3902,272,12792,29880,2194,14752,53,3,0
4099,41,14227,29788,2524,14907,41,3,1
4372,12,14969,29854,2492,15290,46,3,0
3619,20,17192,29982,2828,14710,53,3,1
3580,35,17429,29911,2630,14023,38,3,1
3933,58,17420,29897,2545,14316,39,3,0
3803,222,16950,29856,2786,14418,39,3,0
4235,285,16335,29889,2619,14627,45,3,0
3763,1046,16189,29792,3016,14824,49,3,1
3304,366,14241,29559,3575,14737,36,3,1
3045,101,12266,29430,3749,14772,28,3,1
2439,34,10885,29854,3182,12978,43,3,1
4287,0,9868,29973,3518,13243,61,3,0
4213,147,10857,29929,2858,14668,48,3,0
3974,482,10579,29753,3331,15566,36,3,0
3946,325,10715,29764,2359,14461,43,3,0
4192,228,11527,29803,2060,14630,51,3,0
4359,433,12792,29924,2177,14980,56,3,0
4375,458,14227,29898,2374,14928,48,3,1
3401,59,14969,29908,2121,14918,51,3,0
4157,21,17192,29996,2801,12234,56,3,0
3755,26,17429,29926,2739,14111,38,3,0
3644,26,17493,29906,2626,13973,37,3,0
3513,46,17420,29906,2568,14108,39,3,0
3648,111,16950,29825,2967,14193,36,3,0
3704,106,16335,29880,2841,14524,40,3,0
4339,384,16189,29925,3266,15227,53,3,0
3927,1144,14241,29842,3227,15283,51,3,0
3581,497,12266,29661,3218,15246,43,3,1
3119,68,10885,29643,3089,15484,34,3,0
3087,0,10892,29812,3075,13717,41,3,0
3662,260,17320,29732,3531,13901,44,3,0
3902,114,14978,29901,3369,12273,53,3,0
4121,0,14540,29955,3271,11976,57,3,1
3985,439,10862,29714,3597,15156,32,3,0
4054,352,11338,29744,3274,15316,34,3,1
4036,212,12401,29887,2727,15594,43,3,1
3980,90,13487,29897,2461,15250,46,3,1
3855,56,13994,29874,2461,14650,42,3,1
4159,48,15129,29939,2610,13687,44,3,1
3970,18,15522,29962,2665,13465,45,3,1
3621,26,15501,29917,2752,13522,37,3,0
3554,27,15499,29905,2692,14098,37,3,0
3733,74,15788,29888,2462,14213,39,3,0
3731,166,16154,29890,2640,14535,43,3,1
4234,66,16415,29932,2959,15313,54,3,0
4128,113,15973,29938,3252,15468,54,3,0
3432,758,13398,29613,2683,15281,38,3,1
2426,165,11124,29568,3696,15478,30,3,1
3476,585,18269,29650,2436,15204,49,3,0
3999,173,15202,29803,2332,14940,54,3,1
3701,74,14714,29900,2860,14480,53,3,1
4059,183,12655,29937,2686,12880,47,3,0
3876,72,13053,29886,3127,14635,37,3,1
4057,16,13246,29985,2758,12428,53,3,0
3718,15,13315,30001,2672,11629,57,3,0
3661,55,14930,29923,2793,14766,43,3,0
4496,59,16118,29950,2671,15219,56,3,1
2430,861,13033,29558,3676,15409,38,3,1
2859,130,11156,29643,3042,14225,36,3,0
3948,720,19059,29885,1724,15911,77,3,0
3584,318,16673,29897,1625,15526,76,3,0
4088,50,15913,29856,2146,14848,61,3,1
4165,40,15089,30000,2577,13450,74,3,0
3642,24,12843,29942,3030,15254,45,3,1
3757,33,13904,29934,2686,14845,49,3,1
3061,668,13433,29510,3293,15207,32,3,0
3422,236,11658,29712,3059,13852,37,3,0
3933,0,11498,29852,2598,11691,46,3,1
3363,49,11052,30024,2481,11974,62,3,1
3792,21,12310,30001,2505,12138,59,3,1
3845,8,15076,29959,2689,15236,49,3,1
3982,15,15453,29934,2603,14898,47,3,0
3605,27,14701,29935,2448,15197,52,3,1
3341,881,14327,29792,2592,15250,39,3,0
4096,339,13920,29817,2383,12925,44,3,1
3461,6,12904,29967,2674,15793,52,3,0
3593,9,13252,29916,2776,15093,44,3,1
3602,14,12819,29924,2528,14939,47,3,1
3309,7,10700,29984,2481,12683,57,3,1
3484,10,10898,29953,2586,14612,48,3,0
3748,28,12604,29936,2787,14767,50,3,0
3782,52,13908,29942,2585,14619,51,3,0
3606,68,18167,29900,2809,14024,49,3,0
4867,63,12599,29960,2406,15577,77,3,0
4841,25,11612,29984,2192,15559,72,3,1
3703,189,12482,29560,2084,15168,52,3,0
4400,129,12599,29620,2557,15499,47,3,1
4508,55,11612,29829,2159,16175,57,3,0
3874,709,10593,29426,1886,15617,46,3,1
4829,355,9638,29908,1477,16678,72,3,1
3995,1057,9107,29409,2274,15925,42,3,1
3968,1149,9243,29948,1596,13267,65,3,0
3617,0,10555,29932,3437,12519,39,3,0
3728,30,11460,29893,3406,14652,33,3,1
4297,75,11815,29836,3356,15051,32,3,0
3891,49,12042,29902,3048,15253,38,3,0
3950,110,12372,29918,3374,15186,38,3,1
3815,0,12147,29989,2821,13372,54,3,1
3733,0,11576,30021,2837,12391,65,3,1
3529,89,10630,29877,3441,12397,39,3,1
3997,103,11298,29848,3241,14127,32,3,1
3542,127,11462,29829,2884,14426,33,3,0
4777,97,11870,29879,3065,14599,34,3,0
3761,19,12238,29902,3118,14629,36,3,1
3737,15,12302,29947,3085,15112,43,3,0
3595,22,12129,30009,2794,11948,61,3,0
3903,58,11084,29922,3454,14995,40,3,0
3987,409,11365,29850,2822,14439,34,3,0
4316,70,11462,29888,2878,14584,37,3,1
4263,42,11296,29857,2948,14581,35,3,1
4053,17,11096,29858,2842,14674,38,3,1
3691,32,11163,29871,2876,14758,42,3,0
3627,12,11206,29883,2794,14481,40,3,1
3946,49,10902,29920,3572,14436,40,3,1
3824,169,11151,29880,2911,14351,37,3,1
4081,81,11127,29906,2882,14501,39,3,1
3532,50,10920,29858,2906,14389,37,3,0
3559,76,10316,29777,3002,14417,35,3,1
3787,92,10166,29810,2893,14651,40,3,1
3943,43,10594,29879,2637,14633,42,3,1
3390,12,9887,29962,2733,14301,48,3,0
4036,0,9399,29961,3491,13545,41,3,0
4204,0,9486,29926,3227,15380,43,3,1
4145,9,9398,29919,3169,14926,41,3,0
3807,95,10164,29892,3005,14387,38,3,1
3930,53,10521,29882,2880,14491,39,3,1
3810,138,10129,29753,2719,14481,35,3,0
3711,129,10212,29777,2883,14679,35,3,0
4001,181,10640,29902,2523,14805,48,3,1
3603,28,10963,29905,2886,14956,43,3,0
3514,10,10154,29960,2682,12969,51,3,1
3997,17,9048,29897,3378,14730,36,3,0
3915,23,8344,29824,3339,14087,33,3,1
3619,120,8285,29712,3980,14321,29,3,0
3642,152,9119,29931,3595,14487,42,3,1
3981,47,9457,29836,3795,14661,34,3,1
3929,41,9444,29847,3331,14821,37,3,1
3706,200,9593,29818,3103,14725,40,3,0
3824,238,10409,29829,3219,14872,42,3,1
4037,233,11278,29938,2716,15101,55,3,1
3498,21,11464,29943,2663,14920,54,3,1
3435,15,10387,29946,2712,14782,51,3,0
3870,0,8158,29932,3473,13406,38,3,1
3843,24,8401,29865,3451,14835,34,3,1
3913,44,7741,29814,3607,14322,33,3,0
3586,192,7466,29714,4114,14487,31,3,1
3462,46,7890,29904,3668,14522,39,3,1
3440,82,8203,29724,4128,14509,31,3,1
3805,119,8341,29776,3623,14603,35,3,0
3494,341,9262,29817,3419,14742,40,3,0
3889,190,10700,29889,3265,15017,46,3,1
4295,201,11901,29953,2816,15222,56,3,0
3642,0,8158,29882,3364,14564,35,3,1
3847,74,8401,29844,3649,14604,35,3,1
3890,190,7741,29804,3998,14877,38,3,1
3442,240,7466,29676,4783,14672,31,3,1
3564,58,7890,29669,3693,14188,32,3,0
3263,135,8203,29582,4105,14042,27,3,1
3429,385,8341,29646,3346,14071,33,3,0
3579,451,9262,29856,3452,14615,41,3,0
3943,143,10700,29902,3539,14850,43,3,1
3247,84,11901,29960,2874,14927,56,3,1
3315,27,12001,29962,2861,15173,56,3,1
3482,17,10824,29962,2828,15746,53,3,0
3765,0,7616,29941,2832,12324,43,3,1
4383,15,7984,29854,3239,14856,34,3,0
3825,53,7773,29799,3400,14443,33,3,1
3738,138,7295,29750,3855,14527,32,3,1
3660,158,6691,29753,4400,14871,36,3,0
3335,267,6638,29615,4623,14515,31,3,1
3383,380,6558,29563,3447,14061,30,3,1
3234,526,7320,29597,3570,14071,31,3,1
3422,620,8247,29771,3244,13979,37,3,1
3746,288,9606,29882,3426,14408,42,3,0
3373,96,10925,29902,3424,14586,43,3,0
3307,54,11906,29937,3067,14812,50,3,1
3376,25,12372,29939,2851,14921,52,3,0
3499,19,11176,29927,3029,15107,46,3,1
3674,3,7277,29964,2850,13078,47,3,1
3844,42,7758,29924,3129,16029,40,3,1
4068,31,7901,29778,3714,14972,32,3,1
3582,73,6981,29653,3973,14724,29,3,0
3481,331,5993,29649,3789,14594,31,3,0
3526,508,5792,29619,4353,14838,33,3,0
3242,345,5861,29555,4599,14607,30,3,0
3472,740,6446,29613,3218,14122,33,3,0
3193,716,7410,29664,3628,14061,33,3,1
3405,471,8389,29747,3426,13985,36,3,1
3686,129,9719,29892,3506,14315,42,3,0
3320,81,10761,29900,3368,14460,44,3,1
3408,50,11570,29944,2870,14807,51,3,0
3350,27,12380,29942,2857,14879,49,3,0
4052,18,7175,29859,2970,15353,40,3,0
3833,29,6784,29722,3443,14955,31,3,0
3858,38,6167,29630,3963,15384,30,3,0
3604,242,5625,29630,3907,15219,33,3,0
3197,522,5130,29420,4136,14845,28,3,0
3461,594,5194,29504,3701,14548,30,3,0
3334,602,5749,29501,3957,14401,29,3,1
3514,679,6675,29678,4013,14300,32,3,1
3303,693,7632,29747,3827,14294,35,3,0
3489,374,8580,29817,3713,14242,37,3,1
3785,106,9443,29905,3320,14459,41,3,0
3568,84,9883,29904,3056,14485,41,3,0
3422,60,10194,29936,2951,14832,46,3,1
3507,14,11187,29951,2795,14973,51,3,0
3457,7,8568,29879,2716,15346,45,3,0
3575,66,6196,29674,4263,15116,33,3,0
3416,326,5087,29470,3700,14633,27,3,0
3172,577,4591,29368,3693,15104,27,3,1
3386,627,4485,29406,3613,15084,29,3,1
3399,1064,4598,29420,3505,14869,30,3,1
3412,946,5096,29433,3516,14280,29,3,1
3368,897,5467,29507,3434,13956,29,3,1
3302,522,6209,29682,4132,14358,30,3,0
3748,405,7646,29844,3656,14679,37,3,1
3728,241,8822,29841,3916,14453,37,3,0
3868,65,9144,29876,2837,14418,41,3,1
3712,66,8829,29827,2875,14411,38,3,1
3807,50,8508,29903,2463,14755,45,3,1
3364,9,8346,29891,2634,14875,44,3,0
3618,17,7953,29814,2879,14733,42,3,1
3668,73,7905,29920,2553,14278,46,3,1
3705,9,5617,29685,3754,15100,35,3,0
4094,17,5434,29629,3066,15864,35,3,0
4026,601,5508,29528,2490,15509,32,3,0
3521,1016,5072,29498,3340,15401,28,3,0
3494,1169,4968,29579,3815,15161,31,3,1
3553,1185,5106,29597,3453,14961,32,3,1
3583,923,5124,29555,3423,14789,31,3,1
3464,892,5305,29438,3567,14364,27,3,1
3200,989,5555,29399,3985,14277,24,3,1
3607,847,6645,29784,3440,14743,33,3,1
3900,269,8050,29893,3402,14904,38,3,0
3686,174,8750,29932,3216,14693,42,3,1
3770,102,8580,29837,2897,14159,37,3,0
3711,205,7969,29821,2983,14486,35,3,1
3622,230,7855,29884,2858,14985,38,3,0
3622,144,7662,29878,2914,14945,38,3,1
3736,378,7652,29924,2710,14412,47,3,1
4215,226,7480,29978,2774,14501,54,3,0
3997,0,5468,29586,2906,15403,36,3,1
3706,34,5171,29439,2824,15528,31,3,1
3978,260,5259,29560,2364,15672,37,3,1
4105,850,5329,29644,2493,15090,33,3,0
4073,1248,5212,29663,3207,15214,30,3,0
3917,1073,5758,29840,3820,15109,37,3,0
3746,1078,6018,29753,3774,14793,33,3,0
3576,675,6018,29691,3827,14910,30,3,0
3553,894,6486,29586,3599,14723,28,3,0
3651,909,6651,29652,3588,14768,31,3,0
4210,640,7422,29883,3069,14938,39,3,1
3824,215,8014,29919,3143,14693,41,3,0
3673,80,8135,29945,2955,14371,43,3,0
3905,83,7750,29820,3221,14167,34,3,0
3898,253,7447,29911,3107,14415,39,3,0
4140,330,7308,29953,2881,12624,46,3,0
4519,363,5510,29707,3036,15496,31,3,0
4128,797,5654,29675,2642,15293,33,3,1
4074,712,5657,29748,2464,15520,36,3,0
4056,618,5271,29607,2876,14898,30,3,1
3968,510,5497,29742,3391,14959,30,3,0
3999,149,5932,29894,3810,15134,38,3,0
3929,89,6110,29813,3881,14944,32,3,1
3835,225,6330,29838,3392,14833,34,3,0
3796,273,6701,29789,2740,14492,35,3,0
3911,389,6534,29802,2737,14664,36,3,1
4145,74,6964,29886,2971,14819,39,3,1
4110,34,7279,29902,2908,14617,40,3,0
4235,12,7262,29904,3007,14580,38,3,1
4002,122,7194,29919,3025,14727,41,3,1
4086,175,5218,29954,2995,13556,44,3,1
4601,230,5380,29929,3011,14964,41,3,0
4450,200,5515,29877,2727,15413,37,3,0
4124,421,5383,29764,2854,14909,31,3,1
3831,317,5493,29923,2681,13941,45,3,0
3908,30,5741,29982,3266,11861,57,3,1
3928,32,5903,29965,3414,12061,43,3,0
3943,141,6116,29921,3277,14320,41,3,0
3771,63,6469,29843,3095,14563,34,3,0
3822,203,6379,29798,2831,14706,31,3,1
4167,118,6510,29893,2745,12214,39,3,1
3636,22,5380,29946,3229,14303,44,3,1
4745,58,5515,29891,3044,15519,34,3,0
4385,423,5383,29840,2837,14300,34,3,0
4110,57,5493,29900,3151,13267,36,3,0
